F,R,I
7820000000,-0.496690025,0.544791688
7830000000,-0.169406038,0.718521709
7840000000,0.207664568,0.700052157
7850000000,0.526209737,0.483516595
7860000000,0.683658419,0.123360969
7870000000,0.620650189,-0.269079179
7880000000,0.35371385,-0.563500573
7890000000,-0.026360639,-0.664858186
7900000000,-0.39441232,-0.549652513
7910000000,-0.642156449,-0.263845333
7920000000,-0.706856412,0.103231345
7930000000,-0.576399143,0.449790791
7940000000,-0.286582454,0.683261453
7950000000,0.086142899,0.736162767
7960000000,0.437677081,0.585059403
7970000000,0.660222479,0.266533864
7980000000,0.678444099,-0.125139506
7990000000,0.482232459,-0.467057219
8000000000,0.133976616,-0.64946615
8010000000,-0.255058834,-0.616042002
8020000000,-0.563359146,-0.383701218
8030000000,-0.700123787,-0.029392868
8040000000,-0.634557468,0.339372687
8050000000,-0.393071887,0.618424988
8060000000,-0.044359879,0.736862783
8070000000,0.317870605,0.663112469
8080000000,0.596310719,0.410122631
8090000000,0.70477393,0.040856028
8100000000,0.596385343,-0.336744812
8110000000,0.296267116,-0.597190514
8120000000,-0.095991776,-0.650151144
8130000000,-0.447597634,-0.484566573
8140000000,-0.652857319,-0.16520117
8150000000,-0.662926613,0.205232323
8160000000,-0.485106695,0.524906329
8170000000,-0.172169961,0.710662792
8180000000,0.194112076,0.712023931
8190000000,0.513731771,0.524047574
8200000000,0.691243274,0.192597585
8210000000,0.667955973,-0.188311979
8220000000,0.443200993,-0.50084986
8230000000,0.083178788,-0.644115322
8240000000,-0.296628384,-0.571710179
8250000000,-0.574351835,-0.308312439
8260000000,-0.668662572,0.057482063
8270000000,-0.55969094,0.411339451
8280000000,-0.287325372,0.654814381
8290000000,0.06781638,0.726462528
8300000000,0.410946226,0.607501256
8310000000,0.648623174,0.326805723
8320000000,0.706821907,-0.042623531
8330000000,0.55844377,-0.393104734
8340000000,0.241857673,-0.611737156
8350000000,-0.144111735,-0.62463644
8360000000,-0.474514587,-0.428551564
8370000000,-0.647009846,-0.090022343
8380000000,-0.614889703,0.283845411
8390000000,-0.395437185,0.582391109
8400000000,-0.056716214,0.722822073
8410000000,0.304356674,0.67058564
8420000000,0.587116344,0.441629442
8430000000,0.714211754,0.097901934
8440000000,0.645772708,-0.265187096
8450000000,0.393744608,-0.543940447
8460000000,0.027346549,-0.648763968
8470000000,-0.341665245,-0.53860452
8480000000,-0.592971179,-0.246164661
8490000000,-0.645911727,0.131806211
8500000000,-0.492267542,0.474448511
8510000000,-0.188308128,0.682521335
8520000000,0.174397914,0.704681211
8530000000,0.497021474,0.540527116
8540000000,0.692481138,0.233202967
8550000000,0.70206667,-0.136095581
8560000000,0.514392322,-0.461227599
8570000000,0.177976183,-0.638930965
8580000000,-0.204059018,-0.60890629
8590000000,-0.509518902,-0.378614053
8600000000,-0.643862489,-0.022126436
8610000000,-0.569335509,0.347425176
8620000000,-0.313465155,0.619515126
8630000000,0.043026011,0.717620957
8640000000,0.39512739,0.616978094
8650000000,0.645077514,0.3513176
8660000000,0.723174382,-0.003250076
8670000000,0.607813864,-0.350753908
8680000000,0.327745062,-0.591541413
8690000000,-0.042719465,-0.650077934
8700000000,-0.392151749,-0.501689308
8710000000,-0.607605879,-0.187342511
8720000000,-0.619845082,0.19244206
8730000000,-0.429799812,0.516547022
8740000000,-0.102004401,0.689192295
8750000000,0.264278722,0.666918234
8760000000,0.564648709,0.460278257
8770000000,0.716212131,0.127587677
8780000000,0.674414706,-0.236707626
8790000000,0.447383173,-0.528019169
8800000000,0.099909341,-0.659236369
8810000000,-0.265754596,-0.587965479
8820000000,-0.540895507,-0.333838624
8830000000,-0.640865437,0.02821548
8840000000,-0.53297834,0.389263445
8850000000,-0.24950495,0.63809752
8860000000,0.121594347,0.697633343
8870000000,0.465808991,0.552840377
8880000000,0.680513783,0.252532626
8890000000,0.706312663,-0.112336947
8900000000,0.54568818,-0.438265461
8910000000,0.239514736,-0.632284071
8920000000,-0.127493514,-0.645211232
8930000000,-0.449164972,-0.462288308
8940000000,-0.627698938,-0.133693947
8950000000,-0.60481888,0.241643915
8960000000,-0.38509993,0.546686346
8970000000,-0.038012803,0.687959918
8980000000,0.327537251,0.624973052
8990000000,0.604183597,0.381526636
9000000000,0.713802517,0.033288729
9010000000,0.627697218,-0.320625121
9020000000,0.371776892,-0.580579966
9030000000,0.016147727,-0.670764203
9040000000,-0.337966859,-0.561216036
9050000000,-0.583382605,-0.27905093
9060000000,-0.641369865,0.093031284
9070000000,-0.491285189,0.439639515
9080000000,-0.180640471,0.651689113
9090000000,0.193336258,0.666306872
9100000000,0.516077307,0.484686522
9110000000,0.695419973,0.163301252
9120000000,0.684086243,-0.203356843
9130000000,0.484431304,-0.510856557
9140000000,0.15286515,-0.672367507
9150000000,-0.215481055,-0.637166199
9160000000,-0.512599668,-0.41243291
9170000000,-0.647467378,-0.064219878
9180000000,-0.577637379,0.303563427
9190000000,-0.323848958,0.579668246
9200000000,0.037383401,0.679951841
9210000000,0.397752179,0.573987948
9220000000,0.647924971,0.294806215
9230000000,0.712722597,-0.073241961
9240000000,0.576247461,-0.418903882
9250000000,0.282477167,-0.640828994
9260000000,-0.081870974,-0.678780186
9270000000,-0.412946045,-0.524531696
9280000000,-0.617904143,-0.220800606
9290000000,-0.635432493,0.149743129
9300000000,-0.453528021,0.479040546
9310000000,-0.119435598,0.661543573
9320000000,0.264148231,0.634439336
9330000000,0.570064394,0.406170567
9340000000,0.702531882,0.055223674
9350000000,0.633651716,-0.306415725
9360000000,0.393836982,-0.576210717
9370000000,0.052154993,-0.68638591
9380000000,-0.300323343,-0.608179155
9390000000,-0.566014063,-0.355997296
9400000000,-0.661188678,0.005149867
9410000000,-0.547084595,0.365784994
9420000000,-0.255558648,0.608036187
9430000000,0.117595201,0.65546291
9440000000,0.454499438,0.501147778
9450000000,0.659047831,0.198169404
9460000000,0.679485608,-0.164743991
9470000000,0.511198188,-0.486389473
9480000000,0.199654997,-0.676663955
9490000000,-0.166919847,-0.678044991
9500000000,-0.481066255,-0.487341975
9510000000,-0.649657908,-0.160894367
9520000000,-0.623387601,0.205164627
9530000000,-0.409971989,0.504717019
9540000000,-0.069987918,0.650015518
9550000000,0.299356861,0.594218843
9560000000,0.585743018,0.349117032
9570000000,0.697479371,-0.012914697
9580000000,0.59792908,-0.378489499
9590000000,0.321948563,-0.632630911
9600000000,-0.042008331,-0.702385694
9610000000,-0.384671672,-0.574972442
9620000000,-0.611032733,-0.291844641
9630000000,-0.66087269,0.067440024
9640000000,-0.517691222,0.403596925
9650000000,-0.215698873,0.619706911
9660000000,0.160855408,0.644572651
9670000000,0.496503055,0.460894651
9680000000,0.681157741,0.123167692
9690000000,0.65445004,-0.258432276
9700000000,0.430967812,-0.562628139
9710000000,0.088506501,-0.701631028
9720000000,-0.270071552,-0.645236285
9730000000,-0.547544911,-0.417684882
9740000000,-0.67248508,-0.081291942
9750000000,-0.606905025,0.273060235
9760000000,-0.362672841,0.5548313
9770000000,0.000213434,0.663200911
9780000000,0.368876556,0.555830069
9790000000,0.620435637,0.26572573
9800000000,0.675456761,-0.110193949
9810000000,0.524786128,-0.453147521
9820000000,0.220665218,-0.664673809
9830000000,-0.146316689,-0.687467836
9840000000,-0.471446374,-0.516577409
9850000000,-0.660215471,-0.201367248
9860000000,-0.655779651,0.165059924
9870000000,-0.461206632,0.473800613
9880000000,-0.137741143,0.635515849
9890000000,0.222094986,0.607995459
9900000000,0.519496976,0.399049383
9910000000,0.66833048,0.06041372
9920000000,0.614149896,-0.314388971
9930000000,0.362155935,-0.604570281
9940000000,-0.006563696,-0.709128132
9950000000,-0.36578916,-0.60025821
9960000000,-0.605720221,-0.32824803
9970000000,-0.672384549,0.01747398
9980000000,-0.561748882,0.345683139
9990000000,-0.3022429,0.578314368
10000000000,0.048446722,0.651802701
